state,year,old_block,plot,term.trmt,herb.trmt,cc.bm.kgha,yield.kgha,weed.bm.term.kgha,weed.bm.harv.kgha,density.harv.allspp.m2,soybean.pop.ha,density.term.allspp.m2,rye.pop.ha,region,DPP,soybean.plant.date,rye.plant.date,termination.date,plotID
NE,2018,NE4,402a,Late,Standard,3300,2692.241935,NA,0,0,NA,NA,NA,North Central,-8,5/15/2018,NA,5/7/2018,K84LR
NE,2018,NE4,401a,Mid,Standard,2625,2873.212806,NA,0,0,NA,NA,NA,North Central,-22,5/15/2018,NA,4/23/2018,K84MR
NE,2018,NE4,404a,No cover,Standard,0,2591.429247,NA,0,0,NA,NA,NA,North Central,NA,5/15/2018,NA,NA,K84NR
NE,2018,NE4,403c,Early,Weedy,2772,1166.199152,NA,8368,35,NA,NA,NA,North Central,-43,5/15/2018,NA,4/2/2018,K84EW
NE,2018,NE4,402c,Late,Weedy,3300,2077.09418,NA,2569,12,NA,NA,NA,North Central,-8,5/15/2018,NA,5/7/2018,K84LW
NE,2018,NE4,401c,Mid,Weedy,2625,2073.782973,NA,3807,21,NA,NA,NA,North Central,-22,5/15/2018,NA,4/23/2018,K84MW
NE,2018,NE4,404c,No cover,Weedy,0,1479.530576,NA,9719,15,NA,NA,NA,North Central,NA,5/15/2018,NA,NA,K84NW
NE,2019,NE1,101b,Early,Sequential,108.4,2884.64,NA,NA,NA,230347.46,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K91EQ
NE,2019,NE1,103b,Late,Sequential,584,3871.14,NA,NA,NA,269097.5,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K91LQ
NE,2019,NE1,102b,Mid,Sequential,585,2949.39,NA,NA,NA,249722.48,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K91MQ
NE,2019,NE1,104b,No cover,Sequential,0,3958.04,NA,NA,NA,271250.28,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K91NQ
NE,2019,NE1,101a,Early,Standard,108.4,3147.72,NA,0,NA,215278,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K91ER
NE,2019,NE1,103a,Late,Standard,584,3785.1,NA,0,NA,228194.68,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K91LR
NE,2019,NE1,102a,Mid,Standard,585,3251.51,NA,0,NA,256180.82,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K91MR
NE,2019,NE1,104a,No cover,Standard,0,2135.19,NA,0,NA,226041.9,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K91NR
NE,2019,NE1,101c,Early,Weedy,108.4,1482.87,NA,4699,61,210972.44,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K91EW
NE,2019,NE1,103c,Late,Weedy,584,1788.54,NA,1796,1,258333.6,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K91LW
NE,2019,NE1,102c,Mid,Weedy,585,1754.45,NA,4831,82,208819.66,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K91MW
NE,2019,NE1,104c,No cover,Weedy,0,285.67,NA,5465.5,17,107639,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K91NW
NE,2019,NE2,204b,Early,Sequential,250.4,2865.93,NA,NA,NA,189444.64,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K92EQ
NE,2019,NE2,203b,Late,Sequential,1682,3569.98,NA,NA,NA,226041.9,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K92LQ
NE,2019,NE2,202b,Mid,Sequential,703.6,3323.36,NA,NA,NA,215278,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K92MQ
NE,2019,NE2,201b,No cover,Sequential,0,3749.28,NA,NA,NA,234653.02,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K92NQ
NE,2019,NE2,204a,Early,Standard,250.4,3447.69,NA,0,NA,180833.52,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K92ER
NE,2019,NE2,203a,Late,Standard,1682,3715.08,NA,0,NA,232500.24,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K92LR
NE,2019,NE2,202a,Mid,Standard,703.6,3883.19,NA,0,NA,226041.9,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K92MR
NE,2019,NE2,201a,No cover,Standard,0,3524.27,NA,0,NA,232500.24,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K92NR
NE,2019,NE2,204c,Early,Weedy,250.4,1370.58,NA,6074.7,32,161458.5,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K92EW
NE,2019,NE2,203c,Late,Weedy,1682,531.54,NA,6021.2,89,189444.64,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K92LW
NE,2019,NE2,202c,Mid,Weedy,703.6,1456.84,NA,9423.8,25,200208.54,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K92MW
NE,2019,NE2,201c,No cover,Weedy,0,993.81,NA,7151,16,180833.52,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K92NW
NE,2019,NE3,302b,Early,Sequential,196,3861.24,NA,NA,NA,213125.22,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K93EQ
NE,2019,NE3,304b,Late,Sequential,2360,3408.76,NA,NA,NA,189444.64,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K93LQ
NE,2019,NE3,303b,Mid,Sequential,809.8,3480.18,NA,NA,NA,193750.2,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K93MQ
NE,2019,NE3,301b,No cover,Sequential,0,3456.19,NA,NA,NA,198055.76,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K93NQ
NE,2019,NE3,302a,Early,Standard,196,3777.89,NA,0,NA,213125.22,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K93ER
NE,2019,NE3,304a,Late,Standard,2360,3734.11,NA,0,NA,182986.3,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K93LR
NE,2019,NE3,303a,Mid,Standard,809.8,4357.72,NA,0,NA,234653.02,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K93MR
NE,2019,NE3,301a,No cover,Standard,0,3829.84,NA,0,NA,215278,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K93NR
NE,2019,NE3,302c,Early,Weedy,196,912.07,NA,10837.9,35,191597.42,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K93EW
NE,2019,NE3,304c,Late,Weedy,2360,1181.61,NA,3971,27,189444.64,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K93LW
NE,2019,NE3,303c,Mid,Weedy,809.8,1748.21,NA,3135,56,191597.42,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K93MW
NE,2019,NE3,301c,No cover,Weedy,0,1265.93,NA,9068,17,187291.86,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K93NW
NE,2019,NE4,403b,Early,Sequential,155,3204.3,NA,NA,NA,180833.52,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K94EQ
NE,2019,NE4,401b,Late,Sequential,932,4015.59,NA,NA,NA,206666.88,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K94LQ
NE,2019,NE4,402b,Mid,Sequential,738.8,3705.4,NA,NA,NA,204514.1,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K94MQ
NE,2019,NE4,404b,No cover,Sequential,0,3808.97,NA,NA,NA,198055.76,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K94NQ
NE,2019,NE4,403a,Early,Standard,155,3966.86,NA,0,NA,187291.86,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K94ER
NE,2019,NE4,401a,Late,Standard,932,3719.81,NA,0,NA,202361.32,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K94LR
NE,2019,NE4,402a,Mid,Standard,738.8,4102.6,NA,0,NA,236805.8,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K94MR
NE,2019,NE4,404a,No cover,Standard,0,4217.04,NA,0,NA,236805.8,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K94NR
NE,2019,NE4,403c,Early,Weedy,155,678.35,NA,6486,68,116250.12,NA,NA,North Central,-35,5/15/2019,10/29/2018,4/10/2019,K94EW
NE,2019,NE4,401c,Late,Weedy,932,1970.63,NA,3982,83,167916.84,NA,NA,North Central,-5,5/15/2019,10/29/2018,5/10/2019,K94LW
NE,2019,NE4,402c,Mid,Weedy,738.8,1896.74,NA,9822,61,191597.42,NA,NA,North Central,-27,5/15/2019,10/29/2018,4/18/2019,K94MW
NE,2019,NE4,404c,No cover,Weedy,0,540.14,NA,9464.5,12,129166.8,NA,NA,North Central,NA,5/15/2019,10/29/2018,NA,K94NW
NE,2020,NE1,101b,Early,Sequential,817.9,3470.1,NA,NA,NA,282014.18,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K01EQ
NE,2020,NE1,103b,Late,Sequential,1433,2128.1,NA,NA,NA,318611.44,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K01LQ
NE,2020,NE1,102b,Mid,Sequential,824,3743,NA,NA,NA,325069.78,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K01MQ
NE,2020,NE1,104b,No cover,Sequential,0,2895.6,NA,NA,NA,307847.54,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K01NQ
NE,2020,NE1,101a,Early,Standard,817.9,4016.3,NA,0,0,348750.36,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K01ER
NE,2020,NE1,103a,Late,Standard,1433,2455,NA,1029,9,357361.48,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K01LR
NE,2020,NE1,102a,Mid,Standard,824,3139.6,NA,0,0,316458.66,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K01MR
NE,2020,NE1,104a,No cover,Standard,0,3460.8,NA,33,3,327222.56,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K01NR
NE,2020,NE1,101c,Early,Weedy,817.9,2550.4,NA,4825,20,282014.18,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K01EW
NE,2020,NE1,103c,Late,Weedy,1433,2427.4,NA,2312,55,282014.18,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K01LW
NE,2020,NE1,102c,Mid,Weedy,824,2462.1,NA,2989,39,299236.42,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K01MW
NE,2020,NE1,104c,No cover,Weedy,0,1294.6,NA,7576,38,241111.36,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K01NW
NE,2020,NE2,204b,Early,Sequential,482.3,2415.6,NA,NA,NA,213125.22,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K02EQ
NE,2020,NE2,202b,Late,Sequential,1291,2525.7,NA,NA,NA,260486.38,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K02LQ
NE,2020,NE2,203b,Mid,Sequential,945,2690.1,NA,NA,NA,299236.42,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K02MQ
NE,2020,NE2,201b,No cover,Sequential,0,2715.7,NA,NA,NA,310000.32,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K02NQ
NE,2020,NE2,204a,Early,Standard,482.3,3237.1,NA,0,0,284166.96,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K02ER
NE,2020,NE2,202a,Late,Standard,1291,2413.3,NA,0,0,273403.06,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K02LR
NE,2020,NE2,203a,Mid,Standard,945,2687,NA,0,0,228194.68,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K02MR
NE,2020,NE2,201a,No cover,Standard,0,2967.4,NA,0,0,241111.36,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K02NR
NE,2020,NE2,204c,Early,Weedy,482.3,1982.6,NA,3317,25,234653.02,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K02EW
NE,2020,NE2,202c,Late,Weedy,1291,2450.2,NA,1291,39,290625.3,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K02LW
NE,2020,NE2,203c,Mid,Weedy,945,1287.8,NA,1423,48,282014.18,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K02MW
NE,2020,NE2,201c,No cover,Weedy,0,451.2,NA,11157,98,217430.78,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K02NW
NE,2020,NE3,304b,Early,Sequential,274.9,3150,NA,NA,NA,325069.78,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K03EQ
NE,2020,NE3,303b,Late,Sequential,1663,3177.6,NA,NA,NA,337986.46,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K03LQ
NE,2020,NE3,302b,Mid,Sequential,1023,2981.5,NA,NA,NA,284166.96,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K03MQ
NE,2020,NE3,301b,No cover,Sequential,0,3108.3,NA,NA,NA,307847.54,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K03NQ
NE,2020,NE3,304a,Early,Standard,274.9,3351,NA,14,1,344444.8,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K03ER
NE,2020,NE3,303a,Late,Standard,1663,3454.2,NA,0,0,340139.24,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K03LR
NE,2020,NE3,302a,Mid,Standard,1023,3166.1,NA,0,0,301389.2,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K03MR
NE,2020,NE3,301a,No cover,Standard,0,3970.6,NA,195,1,314305.88,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K03NR
NE,2020,NE3,304c,Early,Weedy,274.9,2510.4,NA,2848,32,243264.14,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K03EW
NE,2020,NE3,303c,Late,Weedy,1663,2340.8,NA,1515,42,264791.94,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K03LW
NE,2020,NE3,302c,Mid,Weedy,1023,2691.4,NA,556,73,327222.56,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K03MW
NE,2020,NE3,301c,No cover,Weedy,0,1948.9,NA,4958,54,299236.42,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K03NW
NE,2020,NE4,403b,Early,Sequential,1152.5,3281.9,NA,NA,NA,284166.96,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K04EQ
NE,2020,NE4,402b,Late,Sequential,2190,2829.2,NA,NA,NA,292778.08,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K04LQ
NE,2020,NE4,401b,Mid,Sequential,1698,3303.9,NA,NA,NA,275555.84,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K04MQ
NE,2020,NE4,404b,No cover,Sequential,0,2797.2,NA,NA,NA,282014.18,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K04NQ
NE,2020,NE4,403a,Early,Standard,1152.5,3414.6,NA,0,0,340139.24,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K04ER
NE,2020,NE4,402a,Late,Standard,2190,3111.6,NA,42,2,266944.72,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K04LR
NE,2020,NE4,401a,Mid,Standard,1698,2899.4,NA,119,1,327222.56,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K04MR
NE,2020,NE4,404a,No cover,Standard,0,2975.3,NA,731,31,288472.52,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K04NR
NE,2020,NE4,403c,Early,Weedy,1152.5,2012.6,NA,3102,50,256180.82,NA,NA,North Central,-28,5/12/2020,10/19/2019,4/14/2020,K04EW
NE,2020,NE4,402c,Late,Weedy,2190,2285.5,NA,2921,80,251875.26,NA,NA,North Central,-4,5/12/2020,10/19/2019,5/8/2020,K04LW
NE,2020,NE4,401c,Mid,Weedy,1698,2623.6,NA,384,25,282014.18,NA,NA,North Central,-13,5/12/2020,10/19/2019,4/29/2020,K04MW
NE,2020,NE4,404c,No cover,Weedy,0,899.5,NA,3467,26,213125.22,NA,NA,North Central,NA,5/12/2020,10/19/2019,NA,K04NW
TX,2017,TX1,122,Early,Sequential,306,NA,NA,NA,NA,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T71EQ
TX,2017,TX1,142,Late,Sequential,999,NA,NA,NA,NA,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T71LQ
TX,2017,TX1,132,Mid,Sequential,534,NA,NA,NA,NA,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T71MQ
TX,2017,TX1,112,No cover,Sequential,0,NA,NA,NA,NA,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T71NQ
TX,2017,TX1,121,Early,Standard,306,NA,NA,1161,6,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T71ER
TX,2017,TX1,141,Late,Standard,999,NA,NA,409,4,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T71LR
TX,2017,TX1,131,Mid,Standard,534,NA,NA,1332,21,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T71MR
TX,2017,TX1,111,No cover,Standard,0,NA,NA,677,9,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T71NR
TX,2017,TX1,123,Early,Weedy,306,NA,NA,601,14,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T71EW
TX,2017,TX1,143,Late,Weedy,999,NA,NA,1641,10,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T71LW
TX,2017,TX1,133,Mid,Weedy,534,NA,NA,1157,4,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T71MW
TX,2017,TX1,113,No cover,Weedy,0,NA,NA,555,16,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T71NW
TX,2017,TX2,222,Early,Sequential,338,329.8764181,NA,NA,NA,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T72EQ
TX,2017,TX2,242,Late,Sequential,903,258.8903534,NA,NA,NA,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T72LQ
TX,2017,TX2,232,Mid,Sequential,811,102.9993879,NA,NA,NA,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T72MQ
TX,2017,TX2,212,No cover,Sequential,0,517.7807069,NA,NA,NA,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T72NQ
TX,2017,TX2,221,Early,Standard,338,341.0114871,NA,249,3,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T72ER
TX,2017,TX2,241,Late,Standard,903,151.0193728,NA,618,8,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T72LR
TX,2017,TX2,231,Mid,Standard,811,172.593569,NA,1529,7,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T72MR
TX,2017,TX2,211,No cover,Standard,0,526.8279504,NA,424,5,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T72NR
TX,2017,TX2,223,Early,Weedy,338,36.18897414,NA,2441,20,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T72EW
TX,2017,TX2,243,Late,Weedy,903,34.79709052,NA,1999,13,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T72LW
TX,2017,TX2,233,Mid,Weedy,811,114.8303987,NA,1505,12,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T72MW
TX,2017,TX2,213,No cover,Weedy,0,222.7013793,NA,1562,10,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T72NW
TX,2017,TX3,322,Early,Sequential,329,272.1132478,NA,NA,NA,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T73EQ
TX,2017,TX3,342,Late,Sequential,812,23.66202155,NA,NA,NA,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T73LQ
TX,2017,TX3,332,Mid,Sequential,470,116.9182241,NA,NA,NA,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T73MQ
TX,2017,TX3,312,No cover,Sequential,0,84.20895905,NA,NA,NA,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T73NQ
TX,2017,TX3,321,Early,Standard,329,130.8370603,NA,0,0,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T73ER
TX,2017,TX3,341,Late,Standard,812,40.364625,NA,1512,3,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T73LR
TX,2017,TX3,331,Mid,Standard,470,126.6614095,NA,1693,10,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T73MR
TX,2017,TX3,311,No cover,Standard,0,99.51967888,NA,0,0,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T73NR
TX,2017,TX3,323,Early,Weedy,329,28.53361422,NA,3179,11,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T73EW
TX,2017,TX3,343,Late,Weedy,812,27.1417306,NA,4509,8,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T73LW
TX,2017,TX3,333,Mid,Weedy,470,104.3912716,NA,1590,9,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T73MW
TX,2017,TX3,313,No cover,Weedy,0,11.83101078,NA,993,12,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T73NW
TX,2017,TX4,422,Early,Sequential,408,200.4312414,NA,NA,NA,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T74EQ
TX,2017,TX4,442,Late,Sequential,1026,16.70260345,NA,NA,NA,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T74LQ
TX,2017,TX4,432,Mid,Sequential,628,428.0042134,NA,NA,NA,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T74MQ
TX,2017,TX4,412,No cover,Sequential,0,778.7588858,NA,NA,NA,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T74NQ
TX,2017,TX4,421,Early,Standard,408,222.0054375,NA,949,15,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T74ER
TX,2017,TX4,441,Late,Standard,1026,18.79042888,NA,705,9,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T74LR
TX,2017,TX4,431,Mid,Standard,628,96.03996983,NA,208,2,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T74MR
TX,2017,TX4,411,No cover,Standard,0,999.3724397,NA,98,1,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T74NR
TX,2017,TX4,423,Early,Weedy,408,34.79709052,NA,1829,3,NA,NA,NA,South Central,-42,5/2/2017,NA,3/21/2017,T74EW
TX,2017,TX4,443,Late,Weedy,1026,52.19563578,NA,1492,20,NA,NA,NA,South Central,-1,5/2/2017,NA,5/1/2017,T74LW
TX,2017,TX4,433,Mid,Weedy,628,9.047243534,NA,969,20,NA,NA,NA,South Central,-25,5/2/2017,NA,4/7/2017,T74MW
TX,2017,TX4,413,No cover,Weedy,0,103.6953297,NA,808,15,NA,NA,NA,South Central,NA,5/2/2017,NA,NA,T74NW
TX,2018,TX1,122,Early,Sequential,1880,NA,1420,NA,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T81EQ
TX,2018,TX1,142,Late,Sequential,5320,NA,1390,NA,NA,NA,NA,NA,South Central,-15,5/11/2018,NA,4/26/2018,T81LQ
TX,2018,TX1,132,Mid,Sequential,5300,NA,2090,NA,NA,NA,NA,NA,South Central,-25,5/11/2018,NA,4/16/2018,T81MQ
TX,2018,TX1,112,No cover,Sequential,0,NA,NA,NA,NA,NA,NA,NA,South Central,NA,5/11/2018,NA,NA,T81NQ
TX,2018,TX1,121,Early,Standard,1880,NA,1420,920,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T81ER
TX,2018,TX1,141,Late,Standard,5320,NA,1390,1940,NA,NA,NA,NA,South Central,-15,5/11/2018,NA,4/26/2018,T81LR
TX,2018,TX1,131,Mid,Standard,5300,NA,2090,1900,NA,NA,NA,NA,South Central,-25,5/11/2018,NA,4/16/2018,T81MR
TX,2018,TX1,111,No cover,Standard,0,NA,NA,2200,NA,NA,NA,NA,South Central,NA,5/11/2018,NA,NA,T81NR
TX,2018,TX1,123,Early,Weedy,1880,NA,1420,4780,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T81EW
TX,2018,TX1,143,Late,Weedy,5320,NA,1390,4160,NA,NA,NA,NA,South Central,-15,5/11/2018,NA,4/26/2018,T81LW
TX,2018,TX1,133,Mid,Weedy,5300,NA,2090,2940,NA,NA,NA,NA,South Central,-25,5/11/2018,NA,4/16/2018,T81MW
TX,2018,TX1,113,No cover,Weedy,0,NA,NA,3360,NA,NA,NA,NA,South Central,NA,5/11/2018,NA,NA,T81NW
TX,2018,TX2,222,Early,Sequential,2480,NA,1420,NA,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T82EQ
TX,2018,TX2,242,Late,Sequential,4440,NA,1390,NA,NA,NA,NA,NA,South Central,-15,5/11/2018,NA,4/26/2018,T82LQ
TX,2018,TX2,232,Mid,Sequential,3740,NA,2090,NA,NA,NA,NA,NA,South Central,-25,5/11/2018,NA,4/16/2018,T82MQ
TX,2018,TX2,212,No cover,Sequential,0,NA,NA,NA,NA,NA,NA,NA,South Central,NA,5/11/2018,NA,NA,T82NQ
TX,2018,TX2,221,Early,Standard,2480,NA,1420,1600,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T82ER
TX,2018,TX2,241,Late,Standard,4440,NA,1390,1760,NA,NA,NA,NA,South Central,-15,5/11/2018,NA,4/26/2018,T82LR
TX,2018,TX2,231,Mid,Standard,3740,NA,2090,600,NA,NA,NA,NA,South Central,-25,5/11/2018,NA,4/16/2018,T82MR
TX,2018,TX2,211,No cover,Standard,0,NA,NA,2180,NA,NA,NA,NA,South Central,NA,5/11/2018,NA,NA,T82NR
TX,2018,TX2,223,Early,Weedy,2480,NA,1420,3360,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T82EW
TX,2018,TX2,243,Late,Weedy,4440,NA,1390,2220,NA,NA,NA,NA,South Central,-15,5/11/2018,NA,4/26/2018,T82LW
TX,2018,TX2,233,Mid,Weedy,3740,NA,2090,4580,NA,NA,NA,NA,South Central,-25,5/11/2018,NA,4/16/2018,T82MW
TX,2018,TX2,213,No cover,Weedy,0,NA,NA,6120,NA,NA,NA,NA,South Central,NA,5/11/2018,NA,NA,T82NW
TX,2018,TX3,322,Early,Sequential,2760,NA,1420,NA,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T83EQ
TX,2018,TX3,342,Late,Sequential,3040,NA,1390,NA,NA,NA,NA,NA,South Central,-15,5/11/2018,NA,4/26/2018,T83LQ
TX,2018,TX3,332,Mid,Sequential,8400,NA,2090,NA,NA,NA,NA,NA,South Central,-25,5/11/2018,NA,4/16/2018,T83MQ
TX,2018,TX3,312,No cover,Sequential,0,NA,NA,NA,NA,NA,NA,NA,South Central,NA,5/11/2018,NA,NA,T83NQ
TX,2018,TX3,321,Early,Standard,2760,NA,1420,1820,NA,NA,NA,NA,South Central,-36,5/11/2018,NA,4/5/2018,T83ER
